cell rnc site sec maxpwr(rnc) zaresmoc(rbs) zaresmoc+kabel+asc pilot kabel pilot+kabel rbsid asc ret maxtilt tilt mechanical bazna sect antena pildbpa
CSKOFJC 11 CSKOFJ 3 388 384 420 264 34 300 163 1 1 60 30 0 RBS3202 S3C1 3 120
CSMARJA 11 CSMARJ 1 398 394 425 269 29 300 313 1 0 60 0 0 RBS3202 S1C1 5 125
CSMARJB 11 CSMARJ 2 398 394 425 269 29 300 313 1 0 60 0 0 RBS3202 S2C1 5 125
CSMARJC 11 CSMARJ 3 398 394 425 269 29 300 313 1 0 60 0 0 RBS3202 S3C1 5 125
CSMARTA 11 CSMART 1 399 392 422 270 28 300 52 1 0 80 0 0 RBS3202 S1C1 2 122
CSMARTB 11 CSMART 2 399 392 422 270 28 300 52 1 0 80 0 0 RBS3202 S2C1 2 122
CSMARTD 11 CSMART 1 404 400 430 240 28 270 52 1 0 80 0 0 RBS3202 S1C2 2 160
CSMARTE 11 CSMART 2 404 400 430 240 28 270 52 1 0 80 0 0 RBS3202 S2C2 2 160
CSOSTA 11 CSOST 1 404 400 430 270 28 300 3 1 1 80 0 0 RBS6201V2W S1C1 2 130
CSOSTB 11 CSOST 2 404 400 430 280 28 310 3 1 1 80 0 0 RBS6201V2W S2C1 2 120
CSOSTC 11 CSOST 3 404 400 430 280 28 310 3 1 1 80 0 0 RBS6201V2W S3C1 2 120
CSOSTD 11 CSOST 1 404 400 430 280 28 310 3 1 1 80 0 0 RBS6201V2W S1C2 2 120
CSOSTE 11 CSOST 2 404 400 430 280 28 310 3 1 1 80 0 0 RBS6201V2W S2C2 2 120
CSOSTF 11 CSOST 3 404 400 430 280 28 310 3 1 1 80 0 0 RBS6201V2W S3C2 2 120
CSTIFTA 11 CSTIFT 1 398 394 425 279 29 310 235 1 0 60 0 0 RBS3202 S1C1 3 115
CTEHARA 11 CTEHAR 1 414 410 430 290 18 310 113 1 1 60 10 0 RBS3107 S1C1 5 120
CTEHARB 11 CTEHAR 2 414 410 430 290 18 310 113 1 1 80 30 0 RBS3107 S2C1 2 120
CTEHARD 11 CTEHAR 1 414 410 430 295 18 315 113 1 1 60 10 0 RBS3107 S1C2 5 115
CTEHARE 11 CTEHAR 2 414 410 430 295 18 315 113 1 1 80 30 0 RBS3107 S2C2 2 115
CTOPOLA 11 CTOPOL 1 406 402 431 271 27 300 215 1 1 60 60 0 RBS3202 S1C1 3 131
CTRNOVA 11 CTRNOV 1 403 399 430 269 29 300 111 1 1 60 10 0 RBS3206 S1C1 5 130
CTRNOVB 11 CTRNOV 2 403 399 430 269 29 300 111 1 1 60 20 0 RBS3206 S2C1 5 130
CTRNOVC 11 CTRNOV 3 403 399 430 269 29 300 111 1 1 60 30 0 RBS3206 S3C1 5 130
CTRNOVD 11 CTRNOV 1 403 399 430 279 29 310 111 1 1 60 10 0 RBS3206 S1C2 5 120
CTRNOVE 11 CTRNOV 2 403 399 430 279 29 310 111 1 1 60 20 0 RBS3206 S2C2 5 120
CTRNOVF 11 CTRNOV 3 403 399 430 279 29 310 111 1 1 60 30 0 RBS3206 S3C2 5 120
CVELCEA 11 CVELCE 1 382 378 425 253 45 300 78 1 1 80 50 0 RBS3202 S1C1 2 125
CVELCEB 11 CVELCE 2 381 377 425 252 46 300 78 1 1 80 20 0 RBS3202 S2C1 2 125
CVELEA 11 CVELE 1 400 396 425 261 27 290 2 1 1 80 50 0 RBS3202 S1C1 2 135
CVELEB 11 CVELE 2 400 396 425 270 27 299 2 1 1 80 10 0 RBS3202 S2C1 2 126
CVELEC 11 CVELE 3 400 396 425 261 27 290 2 1 1 80 50 0 RBS3202 S3C1 2 135
CVELEMA 11 CVELEM 1 394 390 425 265 33 300 4 1 1 80 20 0 RBS3202 S1C1 2 125
CVELEMB 11 CVELEM 2 393 389 424 265 33 300 4 1 1 80 0 0 RBS3202 S2C1 2 124
CVELEMC 11 CVELEM 3 394 390 425 265 33 300 4 1 1 80 0 0 RBS3202 S3C1 2 125
CVELGDA 11 CVELGD 1 407 403 425 278 20 300 74 1 1 80 20 0 RBS3202 S1C1 2 125
CVELGDB 11 CVELGD 2 407 403 425 288 20 310 74 1 1 80 0 0 RBS3202 S2C1 2 115
CVELGDC 11 CVELGD 3 407 403 425 268 20 290 74 1 1 80 30 0 RBS3202 S3C1 2 135
CVELSAA 11 CVELSA 1 398 394 425 279 29 310 338 1 1 60 50 0 RBS3202 S1C1 5 115
CVELSAB 11 CVELSA 2 398 394 425 279 29 310 338 1 1 60 40 0 RBS3202 S2C1 5 115
CVELTUA 11 CVELTU 1 403 399 425 274 24 300 307 1 1 60 30 0 RBS3202 S1C1 3 125
CVELTUB 11 CVELTU 2 403 399 425 274 24 300 307 1 1 60 40 0 RBS3202 S2C1 3 125
CVELTUC 11 CVELTU 3 403 399 425 274 24 300 307 1 1 60 30 0 RBS3202 S3C1 3 125
CVESPAA 11 CVESPA 1 404 399 400 299 1 300 217 0 0 60 0 0 RBS3412 S1C1 3 100
CVESPAB 11 CVESPA 2 404 399 400 299 1 300 217 0 0 60 0 0 RBS3412 S2C1 3 100
CVESPAC 11 CVESPA 3 404 399 400 299 1 300 217 0 0 60 0 0 RBS3412 S3C1 3 100
CVINCEA 11 CVINCE 1 409 405 431 294 24 320 339 1 0 60 0 0 RBS3202 S1C1 5 111
CVINCEB 11 CVINCE 2 409 405 431 294 24 320 339 1 0 60 0 0 RBS3202 S2C1 5 111
CVOJNIA 11 CVOJNI 1 408 403 430 273 25 300 127 1 0 60 0 0 RBS3206 S1C1 5 130
CVOJNIB 11 CVOJNI 2 408 403 430 273 25 300 127 1 0 60 0 0 RBS3206 S2C1 5 130
CVOJNIC 11 CVOJNI 3 408 403 430 273 25 300 127 1 0 60 0 0 RBS3206 S3C1 5 130
CVOJNID 11 CVOJNI 1 408 403 430 283 25 310 127 1 0 60 0 0 RBS3206 S1C2 5 120
CVOJNIE 11 CVOJNI 2 408 403 430 283 25 310 127 1 0 60 0 0 RBS3206 S2C2 5 120
CVOJNIF 11 CVOJNI 3 408 403 430 283 25 310 127 1 0 60 0 0 RBS3206 S3C2 5 120
CVRANAA 11 CVRANA 1 420 415 446 279 29 310 278 1 0 60 0 0 RBS3206M S1C1 5 136
CVRANSA 11 CVRANS 1 423 419 448 271 27 300 237 1 0 60 0 0 RBS3206 S1C1 3 148
CVRANSB 11 CVRANS 2 423 419 448 271 27 300 237 1 0 60 0 0 RBS3206 S2C1 3 148
CVRANSD 11 CVRANS 1 421 417 446 271 27 300 237 1 0 60 0 0 RBS3206 S1C2 3 146
CVRANSE 11 CVRANS 2 423 417 446 271 27 300 237 1 0 60 0 0 RBS3206 S2C2 3 146
CZAHOMA 31 CZAHOM 1 416 412 431 291 17 310 267 1 0 60 0 0 RBS3202 S1C1 3 121
CZAKLA 11 CZAKL 1 401 397 431 276 32 310 429 1 0 80 0 0 RBS3202 S1C1 2 121
CZAKLB 11 CZAKL 2 401 397 431 276 32 310 429 1 0 80 0 0 RBS3202 S2C1 2 121
CZAKLC 11 CZAKL 3 401 397 431 286 32 320 429 1 0 80 0 0 RBS3202 S3C1 2 111
CZALECA 11 CZALEC 1 395 391 425 266 32 300 144 1 1 60 50 0 RBS3202 S1C1 3 125
CZALECB 11 CZALEC 2 394 390 425 265 33 300 144 1 1 60 30 0 RBS3202 S2C1 3 125
CZALECC 11 CZALEC 3 381 377 425 252 46 300 144 1 1 60 60 0 RBS3202 S3C1 3 125
CZALEZA 11 CZALEZ 1 410 406 425 281 17 300 124 1 1 60 20 0 RBS3202 S1C1 5 125
CZALEZB 11 CZALEZ 2 410 406 425 281 17 300 124 1 1 60 40 0 RBS3202 S2C1 5 125
CZALEZC 11 CZALEZ 3 410 406 425 281 17 300 124 1 1 60 20 0 RBS3202 S3C1 5 125
CZIDEHA 31 CZIDEH 1 406 402 425 267 23 290 199 0 0 60 0 0 RBS3202 S1C1 5 135
CZRECEA 11 CZRECE 1 420 415 448 277 31 310 37 1 0 80 0 0 RBS3206 S1C1 4 138
CZRECEB 11 CZRECE 2 420 415 448 277 31 310 37 1 0 80 0 0 RBS3206 S2C1 4 138
CZRECEC 11 CZRECE 3 420 415 448 277 31 310 37 1 0 80 0 0 RBS3206 S3C1 4 138
CZRESIA 11 CZRESI 1 414 410 431 284 19 305 420 1 0 80 0 0 RBS3202 S1C1 2 126
CZRESIB 11 CZRESI 2 414 410 431 284 19 305 420 1 0 80 0 0 RBS3202 S2C1 2 126
GAJDA 31 GAJD 1 410 406 430 286 22 310 167 1 0 60 0 0 RBS3206 S1C1 3 120
GAJDB 31 GAJD 2 393 389 430 269 39 310 167 1 0 60 0 0 RBS3206 S2C1 3 120
GAJDC 31 GAJD 3 411 407 430 287 21 310 167 1 0 60 0 0 RBS3206 S3C1 3 120
GAJDD 31 GAJD 1 411 406 430 291 22 315 167 1 0 60 0 0 RBS3206 S1C2 3 115
GAJDE 31 GAJD 2 394 389 430 274 39 315 167 1 0 60 0 0 RBS3206 S2C2 3 115
GAJDF 31 GAJD 3 412 407 430 292 21 315 167 1 0 60 0 0 RBS3206 S3C2 3 115
GBATEA 31 GBATE 1 404 400 431 279 29 310 318 1 0 60 0 0 RBS3202 S1C1 3 121
GBATEB 31 GBATE 2 394 391 422 279 29 310 318 1 0 80 0 0 RBS3202 S2C1 2 112
GBAVCA 31 GBAVC 1 416 412 446 286 32 320 313 1 1 60 50 0 RBS3206 S1C1 3 126
GBAVCB 31 GBAVC 2 418 414 448 286 32 320 313 1 1 60 40 0 RBS3206 S2C1 3 128
GBAVCC 31 GBAVC 3 418 414 448 286 32 320 313 1 1 60 60 0 RBS3206 S3C1 3 128
GBAZARA 31 GBAZAR 1 400 396 425 281 27 310 24 1 0 60 0 0 RBS3202 S1C1 3 115
GBAZARB 31 GBAZAR 2 400 396 425 271 27 300 24 1 0 60 0 0 RBS3202 S2C1 3 125
GBILJEA 31 GBILJE 1 400 396 425 281 27 310 325 1 0 60 0 0 RBS3202 S1C1 5 115
GBILJEB 31 GBILJE 2 400 396 425 251 27 280 325 1 0 60 0 0 RBS3202 S2C1 5 145
GBOVECA 31 GBOVEC 1 397 393 425 298 30 330 103 1 0 60 0 0 RBS3202 S1C1 5 95
GBOVECB 31 GBOVEC 2 388 384 425 289 39 330 103 1 0 60 0 0 RBS3202 S2C1 5 95
GBOVECC 31 GBOVEC 3 397 393 425 278 30 310 103 1 0 60 0 0 RBS3202 S3C1 5 115
GBUDANA 31 GBUDAN 1 419 415 446 269 29 300 5 1 0 60 0 0 RBS3206M S1C1 3 146
GBUDANB 31 GBUDAN 2 419 415 446 269 29 300 5 1 0 60 0 0 RBS3206M S2C1 3 146
GCERTVA 31 GCERTV 1 398 394 425 279 29 310 191 1 0 60 0 0 RBS3202 S1C1 3 115
GCERTVB 31 GCERTV 2 403 399 425 294 24 320 191 1 0 60 0 0 RBS3202 S2C1 3 105
GCERTVC 31 GCERTV 3 403 399 425 274 24 300 191 1 0 60 0 0 RBS3202 S3C1 3 125
GDOBRA 31 GDOBR 1 419 417 446 269 27 298 107 1 1 60 0 0 RBS3206M S1C1 3 148
GDOBRB 31 GDOBR 2 419 417 446 279 27 308 107 1 1 60 0 0 RBS3206M S2C1 3 138
GDOBRC 31 GDOBR 3 419 417 446 269 27 298 107 1 1 60 0 0 RBS3206M S3C1 3 148
GDOBVOA 31 GDOBVO 1 402 397 425 282 28 310 378 0 0 60 0 0 RBS3202 S1C1 5 115
GDOBVOB 31 GDOBVO 2 402 397 425 282 28 310 378 0 0 60 0 0 RBS3202 S2C1 5 115
GDOBVOC 31 GDOBVO 3 402 397 425 282 28 310 378 0 0 60 0 0 RBS3202 S3C1 5 115
GDORNA 31 GDORN 1 405 401 425 286 22 310 134 1 0 60 0 0 RBS3202 S1C1 3 115
GDORNB 31 GDORN 2 405 401 425 276 22 300 134 1 0 60 0 0 RBS3202 S2C1 3 125
GIDRICA 31 GIDRIC 1 425 421 430 301 7 310 185 1 0 60 0 0 RBS3107 S1C1 5 120
GIDRICB 31 GIDRIC 2 425 421 430 301 7 310 185 1 0 60 0 0 RBS3107 S2C1 5 120
GIDRICC 31 GIDRIC 3 425 421 430 301 7 310 185 1 0 60 0 0 RBS3107 S3C1 5 120
GIDRICD 31 GIDRIC 1 425 421 430 306 7 315 185 1 0 60 0 0 RBS3107 S1C2 5 115
GIDRICE 31 GIDRIC 2 425 421 430 306 7 315 185 1 0 60 0 0 RBS3107 S2C2 5 115
GIDRICF 31 GIDRIC 3 425 421 430 306 7 315 185 1 0 60 0 0 RBS3107 S3C2 5 115
GKANOMA 31 GKANOM 1 409 405 425 290 18 310 280 1 0 60 0 0 RBS3202 S1C1 5 115
GKANOMB 31 GKANOM 2 409 405 425 290 18 310 280 1 0 60 0 0 RBS3202 S2C1 5 115
GKOBARA 31 GKOBAR 1 405 401 425 286 22 310 114 1 0 80 0 0 RBS3202 S1C1 2 115
GKOBARB 31 GKOBAR 2 405 401 425 286 22 310 114 1 0 80 0 0 RBS3202 S2C1 2 115
GKOSTAA 31 GKOSTA 1 423 419 446 273 25 300 230 1 0 60 0 0 RBS3206M S1C1 3 146
GKOSTAB 31 GKOSTA 2 423 419 446 273 25 300 230 1 0 60 0 0 RBS3206M S2C1 3 146
GKROMA 31 GKROM 1 412 407 430 287 21 310 7 1 1 80 20 0 RBS3206 S1C1 4 120
GKROMB 31 GKROM 2 411 406 430 276 22 300 7 1 1 80 40 0 RBS3206 S2C1 4 130
GKROMC 31 GKROM 3 412 407 430 277 21 300 7 1 1 80 60 0 RBS3206 S3C1 4 130
GKROMD 31 GKROM 1 412 407 430 292 21 315 7 1 1 80 20 0 RBS3206 S1C2 4 115
GKROME 31 GKROM 2 411 406 430 286 22 310 7 1 1 80 40 0 RBS3206 S2C2 4 120
GKROMF 31 GKROM 3 412 407 430 287 21 310 7 1 1 80 60 0 RBS3206 S3C2 4 120
GLOZICA 31 GLOZIC 1 392 388 425 273 35 310 358 1 0 60 0 0 RBS3202 S1C1 3 115
GOELEKA 31 GOELEK 1 418 412 446 283 32 317 12 1 1 60 0 0 RBS3206 S1C1 3 129
GOELEKB 31 GOELEK 2 418 412 446 283 32 317 12 1 1 60 50 0 RBS3206 S2C1 3 129
GOELEKC 31 GOELEK 3 418 412 446 283 32 317 12 1 1 60 50 0 RBS3206 S3C1 3 129
GOELESA 31 GOELES 1 410 405 430 265 23 290 310 1 1 60 40 0 RBS3206 S1C1 5 140
GOELESB 31 GOELES 2 410 405 430 265 23 290 310 1 1 60 30 0 RBS3206 S2C1 5 140
GOELESC 31 GOELES 3 410 405 430 265 23 290 310 1 1 60 50 0 RBS3206 S3C1 5 140
GOELESD 31 GOELES 1 410 405 430 275 23 300 310 1 1 60 40 0 RBS3206 S1C2 5 130
GOELESE 31 GOELES 2 410 405 430 275 23 300 310 1 1 60 30 0 RBS3206 S2C2 5 130
GOELESF 31 GOELES 3 410 405 430 275 23 300 310 1 1 60 50 0 RBS3206 S3C2 5 130
GORICGA 31 GORICG 1 391 387 430 257 41 300 9 1 1 80 20 0 RBS6201V2W S1C1 2 130
GORICGB 31 GORICG 2 391 387 430 257 41 300 9 1 1 80 30 0 RBS6201V2W S2C1 2 130
GORICGC 31 GORICG 3 391 387 430 257 41 300 9 1 1 80 20 0 RBS6201V2W S3C1 2 130
GORICGD 31 GORICG 1 391 387 430 257 41 300 9 1 1 80 20 0 RBS6201V2W S1C2 2 130
GORICGE 31 GORICG 2 391 387 430 257 41 300 9 1 1 80 30 0 RBS6201V2W S2C2 2 130
GORICGF 31 GORICG 3 391 387 430 257 41 300 9 1 1 80 20 0 RBS6201V2W S3C2 2 130
GOSTOLA 31 GOSTOL 1 417 413 425 288 10 300 152 1 1 60 30 0 RBS3202 S1C1 5 125
GOSTOLB 31 GOSTOL 2 417 413 425 278 10 290 152 1 1 60 40 0 RBS3202 S2C1 5 135
GOTKA 31 GOTK 1 402 398 430 268 30 300 154 1 1 60 20 0 RBS3206 S1C1 3 130
GOTKB 31 GOTK 2 403 399 430 269 29 300 154 1 1 60 50 0 RBS3206 S2C1 3 130
GOTKC 31 GOTK 3 403 399 430 259 29 290 154 1 1 80 60 0 RBS3206 S3C1 2 140
GOTKD 31 GOTK 1 403 398 430 278 30 310 154 1 1 60 20 0 RBS3206 S1C2 3 120
GOTKE 31 GOTK 2 404 399 430 279 29 310 154 1 1 60 50 0 RBS3206 S2C2 3 120
GOTKF 31 GOTK 3 404 399 430 269 29 300 154 1 1 80 60 0 RBS3206 S3C2 2 130
GPODNAA 31 GPODNA 1 407 403 431 282 26 310 355 1 0 60 0 0 RBS3202 S1C1 3 121
GPODNAB 31 GPODNA 2 407 403 431 282 26 310 355 1 0 60 0 0 RBS3202 S2C1 3 121
GPRIMA 31 GPRIM 1 377 372 430 252 56 310 184 1 0 80 0 0 RBS3206 S1C1 2 120
GPRIMB 31 GPRIM 2 377 372 430 252 56 310 184 1 0 80 0 0 RBS3206 S2C1 2 120
GPRIMC 31 GPRIM 3 377 372 430 252 56 310 184 1 0 80 0 0 RBS3206 S3C1 2 120
GPRIMD 31 GPRIM 1 377 372 430 252 56 310 184 1 0 80 0 0 RBS3206 S1C2 2 120
GPRIME 31 GPRIM 2 377 372 430 252 56 310 184 1 0 80 0 0 RBS3206 S2C2 2 120
GPRIMF 31 GPRIM 3 377 372 430 252 56 310 184 1 0 80 0 0 RBS3206 S3C2 2 120
GREBRA 31 GREBR 1 414 410 425 295 13 310 356 1 0 60 0 0 RBS3202 S1C1 3 115
GREBRNA 31 GREBRN 1 420 416 431 295 13 310 357 1 0 60 0 0 RBS3202 S1C1 3 121
GRENCEA 31 GRENCE 1 390 386 425 261 37 300 309 1 0 60 0 0 RBS3202 S1C1 3 125
GRENCEB 31 GRENCE 2 398 394 433 261 37 300 309 1 0 60 0 0 RBS3202 S2C1 3 133
GRENCEC 31 GRENCE 3 390 386 425 261 37 300 309 1 0 60 0 0 RBS3202 S3C1 3 125
GRIMCA 31 GRIMC 1 393 389 425 274 34 310 46 1 0 60 0 0 RBS3202 S1C1 3 115
GRIMCB 31 GRIMC 2 393 389 425 274 34 310 46 1 0 60 0 0 RBS3202 S2C1 5 115
GRIMCC 31 GRIMC 3 393 389 425 274 34 310 46 1 0 60 0 0 RBS3202 S3C1 5 115
GROZDA 31 GROZD 1 404 400 425 285 23 310 47 1 1 60 0 0 RBS3202 S1C1 5 115
GROZDB 31 GROZD 2 405 401 425 276 24 300 47 0 0 60 0 0 RBS3202 S2C1 3 125
GSEMPA 31 GSEMP 1 400 395 430 275 33 310 21 1 1 60 10 0 RBS3206 S1C1 5 120
GSEMPB 31 GSEMP 2 400 395 430 265 33 300 21 1 1 60 10 0 RBS3206 S2C1 5 130
GSEMPC 31 GSEMP 3 400 395 430 275 33 310 21 1 1 60 10 0 RBS3206 S3C1 5 120
GSEMPD 31 GSEMP 1 400 395 430 280 33 315 21 1 1 60 10 0 RBS3206 S1C2 5 115
GSEMPE 31 GSEMP 2 400 395 430 275 33 310 21 1 1 60 10 0 RBS3206 S2C2 5 120
GSEMPF 31 GSEMP 3 400 395 430 280 33 315 21 1 1 60 10 0 RBS3206 S3C2 5 115
GSIDRIA 31 GSIDRI 1 424 419 448 291 27 320 294 1 0 60 0 0 RBS3206 S1C1 5 128
GSIDRIB 31 GSIDRI 2 424 419 448 291 27 320 294 1 0 80 0 0 RBS3206 S2C1 2 128
GSIDRIC 31 GSIDRI 3 424 419 448 291 27 320 294 1 0 60 0 0 RBS3206 S3C1 5 128
GSLIDRA 31 GSLIDR 1 428 423 448 310 23 335 290 1 0 60 0 0 RBS3206 S1C1 5 113
GSLIDRB 31 GSLIDR 2 428 423 448 310 23 335 290 1 0 60 0 0 RBS3206 S2C1 5 113
GSOLKAA 31 GSOLKA 1 420 416 446 290 28 320 315 1 1 80 0 0 RBS3206M S1C1 2 126
GSOLKAB 31 GSOLKA 2 420 416 446 290 28 320 315 1 1 80 50 0 RBS3206M S2C1 2 126
GSOLKAC 31 GSOLKA 3 420 416 446 290 28 320 315 1 1 80 50 0 RBS3206M S3C1 2 126
GTOLTKA 31 GTOLTK 1 405 400 430 280 28 310 173 1 0 80 0 0 RBS3206 S1C1 2 120
GTOLTKB 31 GTOLTK 2 405 400 430 280 28 310 173 1 0 60 0 0 RBS3206 S2C1 5 120
GTOLTKC 31 GTOLTK 3 405 400 430 280 28 310 173 1 0 60 0 0 RBS3206 S3C1 5 120
GTOLTKD 31 GTOLTK 1 405 400 430 285 28 315 173 1 0 80 0 0 RBS3206 S1C2 2 115
GTOLTKE 31 GTOLTK 2 405 400 430 285 28 315 173 1 0 60 0 0 RBS3206 S2C2 5 115
GTOLTKF 31 GTOLTK 3 405 400 430 285 28 315 173 1 0 60 0 0 RBS3206 S3C2 5 115
GVIPAVA 31 GVIPAV 1 399 395 425 280 28 310 15 1 0 60 0 0 RBS3202 S1C1 3 115
GVIPAVB 31 GVIPAV 2 399 395 425 280 28 310 15 1 0 60 0 0 RBS3202 S2C1 3 115
GVIPAVC 31 GVIPAV 3 400 396 425 271 27 300 15 1 0 80 0 0 RBS3202 S3C1 2 125
GVRTOJA 31 GVRTOJ 1 410 406 425 281 17 300 14 1 0 80 0 0 RBS3202 S1C1 2 125
GVRTOJB 31 GVRTOJ 2 410 406 425 281 17 300 14 1 0 80 0 0 RBS3202 S2C1 2 125
KACRONA 31 KACRON 1 401 397 425 272 26 300 147 1 1 60 10 0 RBS3202 S1C1 5 125
KACRONB 31 KACRON 2 401 397 425 272 26 300 147 1 1 60 30 0 RBS3202 S2C1 5 125
KACRONC 31 KACRON 3 401 397 425 272 26 300 147 1 1 60 30 0 RBS3202 S3C1 5 125
KBBELAA 31 KBBELA 1 403 399 425 274 24 300 178 1 0 60 0 0 RBS3202 S1C1 3 125
KBEGUNA 31 KBEGUN 1 399 395 425 280 28 310 91 1 0 60 0 0 RBS3202 S1C1 5 115
KBEGUNB 31 KBEGUN 2 399 395 425 280 28 310 91 1 0 60 0 0 RBS3202 S2C1 5 115
KBEGUNC 31 KBEGUN 3 399 395 425 280 28 310 91 1 0 60 0 0 RBS3202 S3C1 5 115
KBITNEA 31 KBITNE 1 410 406 431 274 23 299 275 1 1 80 30 0 RBS3202 S1C1 4 132
KBITNEB 31 KBITNE 2 410 406 431 280 23 305 275 1 1 80 40 0 RBS3202 S2C1 4 126
KBOHBIA 31 KBOHBI 1 396 392 425 277 31 310 112 1 0 80 0 0 RBS3202 S1C1 2 115
KBOHBIB 31 KBOHBI 2 396 392 425 277 31 310 112 1 0 80 0 0 RBS3202 S2C1 2 115
KBOHBIC 31 KBOHBI 3 396 392 425 277 31 310 112 1 0 80 0 0 RBS3202 S3C1 2 115
KBRDOA 31 KBRDO 1 435 431 446 315 13 330 139 1 0 60 0 0 RBS3206M S1C1 5 116
KBRDOB 31 KBRDO 2 435 431 446 315 13 330 139 1 0 60 0 0 RBS3206M S2C1 5 116
KBREZA 31 KBREZ 1 403 399 425 284 24 310 85 1 0 80 0 0 RBS3202 S1C1 4 115
KBREZB 31 KBREZ 2 406 402 425 287 21 310 85 1 0 80 0 0 RBS3202 S2C1 4 115
KBREZC 31 KBREZ 3 403 399 425 284 24 310 85 1 0 80 0 0 RBS3202 S3C1 4 115
KBRITOA 31 KBRITO 1 393 389 425 264 34 300 201 1 1 60 0 0 RBS3202 S1C1 3 125
KBRITOB 31 KBRITO 2 393 389 425 274 34 310 201 1 1 60 30 0 RBS3202 S2C1 3 115
KBRITOC 31 KBRITO 3 393 389 425 274 34 310 201 1 1 60 20 0 RBS3202 S3C1 3 115
KBRNIKA 31 KBRNIK 1 428 424 448 306 22 330 36 1 0 80 0 0 RBS3206 S1C1 4 118
KBRNIKB 31 KBRNIK 2 420 416 448 288 32 320 36 0 0 80 0 0 RBS3206 S2C1 4 128
KBRNIKC 31 KBRNIK 3 430 426 448 308 20 330 36 1 0 80 0 0 RBS3206 S3C1 4 118
KCERKCA 31 KCERKC 1 400 396 425 271 27 300 243 1 0 60 0 0 RBS3202 S1C1 5 125
KCERKCB 31 KCERKC 2 406 402 433 269 29 300 243 1 0 60 0 0 RBS3202 S2C1 5 133
KCERKCC 31 KCERKC 3 402 398 425 273 25 300 243 1 0 60 0 0 RBS3202 S3C1 5 125
KDOVJEA 31 KDOVJE 1 412 408 425 303 15 320 142 1 0 60 0 0 RBS3202 S1C1 3 105
KGOLICA 31 KGOLIC 1 419 414 430 299 14 315 289 1 0 60 0 0 RBS3202 S1C1 5 115
KGORAA 31 KGORA 1 416 412 430 292 16 310 98 1 0 60 0 0 RBS3206M S1C1 5 120
KGORAB 31 KGORA 2 416 412 430 292 16 310 98 1 0 60 0 0 RBS3206M S2C1 5 120
KGORAC 31 KGORA 3 412 408 430 278 22 300 98 0 0 60 0 0 RBS3206M S3C1 5 130
KGORAD 31 KGORA 1 416 412 430 297 16 315 98 1 0 60 0 0 RBS3206M S1C2 5 115
KGORAE 31 KGORA 2 416 412 430 297 16 315 98 1 0 60 0 0 RBS3206M S2C2 5 115
KGORAF 31 KGORA 3 412 408 430 288 22 310 98 0 0 60 0 0 RBS3206M S3C2 5 120
KGORAGA 31 KGORAG 1 400 396 425 271 27 300 220 1 0 60 0 0 RBS3202 S1C1 5 125
KGORAGB 31 KGORAG 2 400 396 425 271 27 300 220 1 0 60 0 0 RBS3202 S2C1 3 125
KGORAGC 31 KGORAG 3 400 396 425 271 27 300 220 1 0 80 0 0 RBS3202 S3C1 2 125
KGORJEA 31 KGORJE 1 406 402 431 271 27 300 278 1 0 60 0 0 RBS3202 S1C1 3 131
KGORJEB 31 KGORJE 2 406 402 431 271 27 300 278 1 0 60 0 0 RBS3202 S2C1 3 131
KGVASTA 31 KGVAST 1 431 427 446 291 17 310 277 1 0 80 0 0 RBS3216 S1C1 2 136
KGVASTB 31 KGVAST 2 431 427 446 291 17 310 277 1 0 60 0 0 RBS3216 S2C1 3 136
KGVASTC 31 KGVAST 3 431 427 446 291 17 310 277 1 0 60 0 0 RBS3216 S3C1 3 136
KHRASTA 31 KHRAST 1 400 396 425 286 27 315 238 1 1 60 40 0 RBS3202 S1C1 3 110
KHRASTB 31 KHRAST 2 400 396 425 286 27 315 238 1 1 60 40 0 RBS3202 S2C1 3 110
KHRASTC 31 KHRAST 3 400 396 425 285 27 314 238 1 1 60 50 0 RBS3202 S3C1 3 111
KHRUSA 31 KHRUS 1 398 394 425 269 29 300 163 1 0 60 0 0 RBS3202 S1C1 3 125
KHRUSB 31 KHRUS 2 399 395 425 270 28 300 163 1 0 60 0 0 RBS3202 S2C1 5 125
KHRUSC 31 KHRUS 3 397 393 425 268 30 300 163 1 0 60 0 0 RBS3202 S3C1 5 125
KIZRA 31 KIZR 1 415 411 425 296 12 310 104 1 1 80 30 0 RBS3202 S1C1 2 115
KIZRB 31 KIZR 2 415 411 425 296 12 310 104 1 1 80 20 0 RBS3202 S2C1 2 115
KIZRC 31 KIZR 3 415 411 425 296 12 310 104 1 1 80 10 0 RBS3202 S3C1 2 115
KJESDIA 31 KJESDI 1 393 389 425 264 34 300 160 1 1 80 20 0 RBS3202 S1C1 2 125
KJESDIB 31 KJESDI 2 395 391 425 266 32 300 160 1 1 80 50 0 RBS3202 S2C1 2 125
KJESDIC 31 KJESDI 3 392 388 425 263 35 300 160 1 1 80 50 0 RBS3202 S3C1 2 125
KJESDID 31 KJESDI 1 401 396 432 274 34 310 160 1 1 80 20 0 RBS3202 S1C2 2 122
KJESDIE 31 KJESDI 2 403 398 432 276 32 310 160 1 1 80 50 0 RBS3202 S2C2 2 122
KJESDIF 31 KJESDI 3 400 395 432 273 35 310 160 1 1 80 50 0 RBS3202 S3C2 2 122
