CELL, rnc, site, sec, maxpwr(rnc), zaresmoc(rbs), zaresmoc+kabel+asc, pilot, kabel, pilot+kabel, rbsid, asc, ret, maxtilt, tilt, mechanical, bazna, sect, antena
NDOLKA 11 NDOLK 1 402 398 423 303 25 330 197 1 0 60 0 0 RBS3202 S1C1 3
NDOLKB 11 NDOLK 2 402 398 423 303 25 330 197 1 0 60 0 0 RBS3202 S2C1 3
NDRNOVA 11 NDRNOV 1 422 418 444 272 26 300 106 1 0 60 0 0 RBS3206M S1C1 3
NDRNOVB 11 NDRNOV 2 422 418 444 272 26 300 106 1 0 60 0 0 RBS3206M S2C1 3
NDRNOVC 11 NDRNOV 3 422 418 444 272 26 300 106 1 0 60 0 0 RBS3206M S3C1 3
NDTOPLA 11 NDTOPL 1 396 392 423 277 31 310 38 1 0 60 0 0 RBS3202 S1C1 3
NDTOPLB 11 NDTOPL 2 396 392 423 277 31 310 38 1 0 60 0 0 RBS3202 S2C1 5
NGRMOA 11 NGRMO 1 397 393 423 268 30 300 253 1 0 60 0 0 RBS3202 S1C1 3
NGRMOB 11 NGRMO 2 399 395 423 270 28 300 253 1 0 60 0 0 RBS3202 S2C1 3
NHINJEA 11 NHINJE 1 418 414 444 298 30 330 343 1 0 60 0 0 RBS3206M S1C1 5
NHINJEB 11 NHINJE 2 418 414 444 298 30 330 343 1 0 60 0 0 RBS3206M S2C1 5
NHINJEC 11 NHINJE 3 418 414 444 298 30 330 343 1 0 60 0 0 RBS3206M S3C1 3
NKORENA 11 NKOREN 1 393 389 423 284 34 320 296 1 0 60 0 0 RBS3202 S1C1 3
NKORENB 11 NKOREN 2 393 389 423 264 34 300 296 1 0 60 0 0 RBS3202 S2C1 3
NKRAKA 11 NKRAK 1 407 403 429 272 26 300 295 1 0 60 0 0 RBS3202 S1C1 3
NKRAKB 11 NKRAK 2 407 403 429 272 26 300 295 1 0 60 0 0 RBS3202 S2C1 3
NKRKAA 11 NKRKA 1 391 387 446 259 59 320 155 1 1 80 10 0 RBS3206 S1C1 2
NKRKAB 11 NKRKA 2 391 387 446 259 59 320 155 1 1 80 20 0 RBS3206 S2C1 2
NKRKAC 11 NKRKA 3 391 387 446 259 59 320 155 1 1 80 40 0 RBS3206 S3C1 2
NKRKAD 11 NKRKA 1 389 385 444 259 59 320 155 1 1 80 10 0 RBS3206 S1C2 2
NKRKAE 11 NKRKA 2 389 385 444 259 59 320 155 1 1 80 20 0 RBS3206 S2C2 2
NKRKAF 11 NKRKA 3 389 385 444 259 59 320 155 1 1 80 40 0 RBS3206 S3C2 2
NKRSKOA 11 NKRSKO 1 397 393 423 268 30 300 157 1 0 0 0 0 RBS3202 S1C1 0
NKRSKOB 11 NKRSKO 2 397 393 423 268 30 300 157 1 0 0 0 0 RBS3202 S2C1 0
NKRSKOC 11 NKRSKO 3 397 393 423 268 30 300 157 1 0 0 0 0 RBS3202 S3C1 0
NKRSKOD 11 NKRSKO 1 404 400 430 278 30 310 157 1 0 0 0 0 RBS3202 S1C2 0
NKRSKOE 11 NKRSKO 2 404 400 430 278 30 310 157 1 0 0 0 0 RBS3202 S2C2 0
NKRSKOF 11 NKRSKO 3 404 400 430 278 30 310 157 1 0 0 0 0 RBS3202 S3C2 0
NLESKOA 11 NLESKO 1 395 391 423 266 32 300 200 1 0 60 0 0 RBS3202 S1C1 5
NLESKOB 11 NLESKO 2 395 391 423 266 32 300 200 1 0 60 0 0 RBS3202 S2C1 5
NLESKOC 11 NLESKO 3 395 391 423 266 32 300 200 1 0 60 0 0 RBS3202 S3C1 5
NMDAVKA 11 NMDAVK 1 441 437 446 309 9 320 175 1 1 60 30 0 RBS3206 S1C1 3
NMDAVKB 11 NMDAVK 2 441 437 446 314 9 325 175 1 1 60 30 0 RBS3206 S2C1 3
NMDAVKC 11 NMDAVK 3 441 437 446 309 9 320 175 1 1 60 50 0 RBS3206 S3C1 3
NMDAVKD 11 NMDAVK 1 439 435 444 309 9 320 175 1 1 60 30 0 RBS3206 S1C2 3
NMDAVKE 11 NMDAVK 2 439 435 444 309 9 320 175 1 1 60 30 0 RBS3206 S2C2 3
NMDAVKF 11 NMDAVK 3 439 435 444 309 9 320 175 1 1 60 50 0 RBS3206 S3C2 3
NMETLIA 11 NMETLI 1 401 397 423 282 26 310 46 1 0 60 0 0 RBS3202 S1C1 3
NMETLIB 11 NMETLI 2 401 397 423 282 26 310 46 1 0 60 0 0 RBS3202 S2C1 3
NMETLIC 11 NMETLI 3 401 397 423 282 26 310 46 1 0 60 0 0 RBS3202 S3C1 3
NMETLJA 11 NMETLJ 1 395 391 423 266 32 300 314 1 0 60 0 0 RBS3202 S1C1 3
NMETLJB 11 NMETLJ 2 395 391 423 266 32 300 314 1 0 60 0 0 RBS3202 S2C1 3
NMETLJC 11 NMETLJ 3 395 391 423 266 32 300 314 1 0 60 0 0 RBS3202 S3C1 3
NMOKRA 11 NMOKR 1 403 399 423 294 24 320 341 1 0 60 0 0 RBS3202 S1C1 5
NMOKRB 11 NMOKR 2 403 399 423 294 24 320 341 1 0 60 0 0 RBS3202 S2C1 5
NMOKRC 11 NMOKR 3 403 399 423 294 24 320 341 1 0 60 0 0 RBS3202 S3C1 5
NMOKRIA 11 NMOKRI 1 395 391 425 266 34 302 59 0 0 100 0 0 RBS3202 S1C1 1
NMREGRA 11 NMREGR 1 398 394 423 279 29 310 329 1 1 60 40 0 RBS3202 S1C1 3
NMREGRB 11 NMREGR 2 398 394 423 279 29 310 329 1 1 60 0 0 RBS3202 S2C1 3
NMREGRC 11 NMREGR 3 398 394 423 279 29 310 329 1 1 60 40 0 RBS3202 S3C1 3
NMTKA 11 NMTK 1 389 385 428 270 43 315 182 1 1 60 10 0 RBS3206 S1C1 3
NMTKB 11 NMTK 2 389 385 428 255 43 300 182 1 1 60 10 0 RBS3206 S2C1 3
NMTKC 11 NMTK 3 389 385 428 265 43 310 182 1 1 60 0 0 RBS3206 S3C1 3
NMTKD 11 NMTK 1 389 385 428 270 43 315 182 1 1 60 10 0 RBS3206 S1C2 3
NMTKE 11 NMTK 2 389 385 428 265 43 310 182 1 1 60 10 0 RBS3206 S2C2 3
NMTKF 11 NMTK 3 389 385 428 270 43 315 182 1 1 60 0 0 RBS3206 S3C2 3
NOTOA 11 NOTO 1 397 393 423 288 30 320 213 1 0 60 0 0 RBS3202 S1C1 5
NOTOB 11 NOTO 2 397 393 423 288 30 320 213 1 0 60 0 0 RBS3202 S2C1 5
NPIONA 11 NPION 1 381 377 428 257 51 310 186 1 1 60 30 0 RBS3216 S1C1 5
NPIONB 11 NPION 2 381 377 428 257 51 310 186 1 1 60 20 0 RBS3216 S2C1 5
NPIONC 11 NPION 3 381 377 428 257 51 310 186 1 1 60 10 0 RBS3216 S3C1 5
NPIOND 11 NPION 1 381 377 428 262 51 315 186 1 1 60 30 0 RBS3216 S1C2 5
NPIONE 11 NPION 2 381 377 428 262 51 315 186 1 1 60 20 0 RBS3216 S2C2 5
NPIONF 11 NPION 3 381 377 428 262 51 315 186 1 1 60 10 0 RBS3216 S3C2 5
NPODBOA 11 NPODBO 1 388 384 423 269 39 310 346 1 0 60 0 0 RBS3202 S1C1 3
NPODBOB 11 NPODBO 2 388 384 423 269 39 310 346 1 0 80 0 0 RBS3202 S2C1 2
NPODBOC 11 NPODBO 3 388 384 423 269 39 310 346 1 0 80 0 0 RBS3202 S3C1 2
NPOHANA 11 NPOHAN 1 393 389 423 264 34 300 294 1 0 80 0 0 RBS3202 S1C1 2
NPOHANB 11 NPOHAN 2 393 389 423 264 34 300 294 1 0 80 0 0 RBS3202 S2C1 2
NPOHANC 11 NPOHAN 3 393 389 423 264 34 300 294 1 0 80 0 0 RBS3202 S3C1 2
NRAVNOA 11 NRAVNO 1 424 420 444 289 24 315 254 1 0 60 0 0 RBS3206M S1C1 3
NRAVNOB 11 NRAVNO 2 424 420 444 289 24 315 254 1 0 60 0 0 RBS3206M S2C1 3
NREVOZA 11 NREVOZ 1 394 390 423 265 33 300 156 1 1 60 10 0 RBS3202 S1C1 5
NREVOZB 11 NREVOZ 2 394 390 423 265 33 300 156 1 1 60 20 0 RBS3202 S2C1 5
NREVOZC 11 NREVOZ 3 394 390 423 265 33 300 156 1 1 60 50 0 RBS3202 S3C1 5
NSENOA 11 NSENO 1 402 398 423 283 25 310 236 1 0 60 0 0 RBS3202 S1C1 5
NSENOB 11 NSENO 2 402 398 423 273 25 300 236 1 0 60 0 0 RBS3202 S2C1 5
NSENOC 11 NSENO 3 402 398 423 273 25 300 236 1 0 60 0 0 RBS3202 S3C1 5
NSENTJA 11 NSENTJ 1 409 405 423 280 18 300 178 1 0 60 0 0 RBS3202 S1C1 5
NSENTJB 11 NSENTJ 2 409 405 423 280 18 300 178 1 0 60 0 0 RBS3202 S2C1 5
NSENTJC 11 NSENTJ 3 409 405 423 280 18 300 178 1 0 60 0 0 RBS3202 S3C1 5
NSEVGDA 11 NSEVGD 1 400 396 423 271 27 300 25 1 0 60 0 0 RBS3202 S1C1 3
NSEVGDB 11 NSEVGD 2 400 396 423 271 27 300 25 1 0 60 0 0 RBS3202 S2C1 3
NSKOPIA 11 NSKOPI 1 398 394 423 269 29 300 238 1 0 60 0 0 RBS3202 S1C1 3
NSKOPIB 11 NSKOPI 2 398 394 423 269 29 300 238 1 0 60 0 0 RBS3202 S2C1 3
NSMARTA 11 NSMART 1 401 397 429 276 32 310 223 1 0 60 0 0 RBS3202 S1C1 3
NSMARTB 11 NSMART 2 401 397 429 276 32 310 223 1 0 60 0 0 RBS3202 S2C1 3
NSMARTC 11 NSMART 3 401 397 429 276 32 310 223 1 0 60 0 0 RBS3202 S3C1 3
NSMIHEA 11 NSMIHE 1 408 404 428 274 24 300 206 1 1 80 60 0 RBS3206M S1C1 4
NSMIHEB 11 NSMIHE 2 408 404 428 274 24 300 206 1 1 80 40 0 RBS3206M S2C1 4
NSMIHEC 11 NSMIHE 3 408 404 428 274 24 300 206 1 1 80 40 0 RBS3206M S3C1 4
NSMIHED 11 NSMIHE 1 408 404 428 284 24 310 206 1 1 80 60 0 RBS3206M S1C2 4
NSMIHEE 11 NSMIHE 2 408 404 428 284 24 310 206 1 1 80 40 0 RBS3206M S2C2 4
NSMIHEF 11 NSMIHE 3 408 404 428 284 24 310 206 1 1 80 40 0 RBS3206M S3C2 4
NSTARIA 11 NSTARI 1 395 391 423 286 32 320 331 1 0 80 0 0 RBS3202 S1C1 4
NSTRGA 11 NSTRG 1 390 386 423 286 37 325 344 1 0 60 0 0 RBS3202 S1C1 5
NSTRGB 11 NSTRG 2 388 384 423 284 39 325 344 1 0 60 0 0 RBS3202 S2C1 5
NSTRGC 11 NSTRG 3 390 386 423 286 37 325 344 1 0 60 0 0 RBS3202 S3C1 5
NSVASA 11 NSVAS 1 399 395 429 264 34 300 302 1 0 60 0 0 RBS3202 S1C1 3
NSVASB 11 NSVAS 2 399 395 429 264 34 300 302 1 0 60 0 0 RBS3202 S2C1 3
NTREBIA 11 NTREBI 1 394 390 423 275 33 310 330 1 1 60 1 0 RBS3202 S1C1 5
NTREBIB 11 NTREBI 2 394 390 423 275 33 310 330 1 1 60 1 0 RBS3202 S2C1 5
NTREBMA 11 NTREBM 1 405 401 428 271 27 300 265 1 1 60 10 0 RBS3206M S1C1 5
NTREBMB 11 NTREBM 2 405 401 428 291 27 320 265 1 1 60 20 0 RBS3206M S2C1 5
NTREBMC 11 NTREBM 3 405 401 428 271 27 300 265 1 1 60 0 0 RBS3206M S3C1 5
NTREBMD 11 NTREBM 1 405 401 428 271 27 300 265 1 1 60 10 0 RBS3206M S1C2 5
NTREBME 11 NTREBM 2 405 401 428 291 27 320 265 1 1 60 20 0 RBS3206M S2C2 5
NTREBMF 11 NTREBM 3 405 401 428 271 27 300 265 1 1 60 0 0 RBS3206M S3C2 5
NTREBOA 11 NTREBO 1 413 409 423 294 14 310 32 1 1 80 0 0 RBS3202 S1C1 2
NTREBOB 11 NTREBO 2 413 409 423 294 14 310 32 1 1 60 10 0 RBS3202 S2C1 5
NTREBOC 11 NTREBO 3 413 409 423 294 14 310 32 1 1 60 10 0 RBS3202 S3C1 5
NURSNAA 11 NURSNA 1 403 399 423 284 24 310 297 1 0 80 0 0 RBS3202 S1C1 2
NURSNAB 11 NURSNA 2 403 399 423 284 24 310 297 1 0 80 0 0 RBS3202 S2C1 2
NURSNAC 11 NURSNA 3 403 399 423 274 24 300 297 1 0 80 0 0 RBS3202 S3C1 2
NVGABA 11 NVGAB 1 407 403 423 288 20 310 56 1 0 60 0 0 RBS3202 S1C1 3
NVGABB 11 NVGAB 2 407 403 423 288 20 310 56 1 0 60 0 0 RBS3202 S2C1 3
NVGABSA 11 NVGABS 1 397 393 423 278 30 310 311 1 0 60 0 0 RBS3202 S1C1 3
NVIDEMA 11 NVIDEM 1 400 396 423 271 27 300 201 1 0 80 0 0 RBS3202 S1C1 2
NVIDEMB 11 NVIDEM 2 400 396 423 271 27 300 201 1 0 80 0 0 RBS3202 S2C1 2
NVIDEMC 11 NVIDEM 3 400 396 423 271 27 300 201 1 0 80 0 0 RBS3202 S3C1 2
NZABUA 11 NZABU 1 402 398 429 277 31 310 321 1 0 60 0 0 RBS3202 S1C1 3
NZABUB 11 NZABU 2 402 398 429 277 31 310 321 1 0 60 0 0 RBS3202 S2C1 3
NZABUC 11 NZABU 3 402 398 429 277 31 310 321 1 0 60 0 0 RBS3202 S3C1 3
NZAGORA 11 NZAGOR 1 401 397 429 276 32 310 285 1 0 60 0 0 RBS3202 S1C1 3
NZAGORB 11 NZAGOR 2 401 397 429 266 32 300 285 1 0 60 0 0 RBS3202 S2C1 3
PANKARA 11 PANKAR 1 392 388 423 263 35 300 99 1 0 80 0 0 RBS3202 S1C1 2
PANKARB 11 PANKAR 2 392 388 423 263 35 300 99 1 0 80 0 0 RBS3202 S2C1 2
PBARKAA 11 PBARKA 1 410 406 429 285 23 310 335 1 0 60 0 0 RBS3202 S1C1 3
PBARKAB 11 PBARKA 2 410 406 429 285 23 310 335 1 0 60 0 0 RBS3202 S2C1 3
PBARKAC 11 PBARKA 3 410 406 429 285 23 310 335 1 0 60 0 0 RBS3202 S3C1 3
PBELSKA 11 PBELSK 1 421 417 444 281 27 310 290 1 0 60 0 0 RBS3206M S1C1 3
PBELSKB 11 PBELSK 2 421 417 444 281 27 310 290 1 0 80 0 0 RBS3206M S2C1 2
PBELSKC 11 PBELSK 3 421 417 444 281 27 310 290 1 0 60 0 0 RBS3206M S3C1 3
PBERNA 11 PBERN 1 383 379 428 249 49 300 87 1 0 80 0 0 RBS3206M S1C1 2
PBERNB 11 PBERN 2 383 379 428 249 49 300 87 1 0 80 0 0 RBS3206M S2C1 2
PBERNC 11 PBERN 3 396 392 430 262 38 302 87 0 0 80 0 0 RBS3206M S3C1 2
PBERND 11 PBERN 1 383 379 428 259 49 310 87 1 0 80 0 0 RBS3206M S1C2 2
PBERNE 11 PBERN 2 383 379 428 259 49 310 87 1 0 80 0 0 RBS3206M S2C2 2
PBERNF 11 PBERN 3 396 392 430 272 38 312 87 0 0 80 0 0 RBS3206M S3C2 2
PBERNPA 11 PBERNP 1 429 425 425 300 0 302 227 0 0 100 0 0 RBS3202 S1C1 1
PBONIFA 11 PBONIF 1 417 413 423 278 10 290 174 1 1 80 30 0 RBS3202 S1C1 4
PBONIFB 11 PBONIF 2 391 387 423 252 36 290 174 1 1 80 20 0 RBS3202 S2C1 4
PBONIFC 11 PBONIF 3 410 406 423 271 17 290 174 1 1 80 0 0 RBS3202 S3C1 4
PBREZA 11 PBREZ 1 399 395 423 300 28 330 30 1 0 60 0 0 RBS3202 S1C1 3
PBREZB 11 PBREZ 2 397 393 423 268 30 300 30 1 0 60 0 0 RBS3202 S2C1 3
PCEBULA 11 PCEBUL 1 399 395 423 280 28 310 262 1 0 60 0 0 RBS3202 S1C1 3
PCKALA 11 PCKAL 1 400 396 423 301 27 330 34 1 0 60 0 0 RBS3202 S1C1 3
PDANEA 11 PDANE 1 429 425 444 289 19 310 298 1 0 60 0 0 RBS3206M S1C1 3
PDANEB 11 PDANE 2 428 424 444 278 20 300 298 1 0 60 0 0 RBS3206M S2C1 5
PDANEC 11 PDANE 3 429 425 444 279 19 300 298 1 0 60 0 0 RBS3206M S3C1 5
PDEKANA 11 PDEKAN 1 429 425 425 270 0 272 22 0 0 100 0 0 RBS3202 S1C1 1
PDEKANB 11 PDEKAN 2 429 425 425 270 0 272 22 0 0 100 0 0 RBS3202 S2C1 1
PDIVAA 11 PDIVA 1 358 354 423 249 69 320 18 1 0 60 0 0 RBS3202 S1C1 5
PDIVAB 11 PDIVA 2 358 354 423 249 69 320 18 1 0 60 0 0 RBS3202 S2C1 5
PDIVAC 11 PDIVA 3 378 374 423 259 49 310 18 1 0 60 0 0 RBS3202 S3C1 3
PFERNA 11 PFERN 1 402 398 423 273 25 300 50 1 0 60 0 0 RBS3202 S1C1 5
PFERNB 11 PFERN 2 402 398 423 273 25 300 50 1 0 60 0 0 RBS3202 S2C1 5
PHRUSA 11 PHRUS 1 399 395 423 270 28 300 258 1 0 60 0 0 RBS3202 S1C1 3
PHRUSB 11 PHRUS 2 399 395 423 270 28 300 258 1 0 60 0 0 RBS3202 S2C1 3
PILBISA 11 PILBIS 1 396 392 423 277 31 310 40 1 0 60 0 0 RBS3202 S1C1 3
PILBISB 11 PILBIS 2 396 392 423 277 31 310 40 1 0 60 0 0 RBS3202 S2C1 3
PILBTVA 11 PILBTV 1 405 401 428 281 27 310 266 1 0 60 0 0 RBS3206M S1C1 3
PILBTVB 11 PILBTV 2 405 401 428 271 27 300 266 1 0 60 0 0 RBS3206M S2C1 3
PILBTVD 11 PILBTV 1 405 401 428 286 27 315 266 1 0 60 0 0 RBS3206M S1C2 3
PILBTVE 11 PILBTV 2 405 401 428 281 27 310 266 1 0 60 0 0 RBS3206M S2C2 3
PIRANA 11 PIRAN 1 411 407 423 282 16 300 132 1 0 80 0 0 RBS3202 S1C1 4
PIRANB 11 PIRAN 2 411 407 423 277 16 295 132 1 0 80 0 0 RBS3202 S2C1 4
PIRANC 11 PIRAN 3 411 407 423 282 16 300 132 1 0 80 0 0 RBS3202 S3C1 4
PIRANPA 11 PIRANP 1 416 412 423 277 11 290 219 1 0 80 0 0 RBS3101 S1C1 2
PIRANPB 11 PIRANP 2 416 412 423 277 11 290 219 1 0 80 0 0 RBS3101 S2C1 4
PIVKSZA 11 PIVKSZ 1 400 396 423 301 27 330 41 1 0 60 0 0 RBS3202 S1C1 5
PIVKSZB 11 PIVKSZ 2 400 396 423 301 27 330 41 1 0 60 0 0 RBS3202 S2C1 5
PIVKSZC 11 PIVKSZ 3 400 396 423 301 27 330 41 1 0 60 0 0 RBS3202 S3C1 5
PIZOCA 11 PIZOC 1 411 407 430 277 23 302 67 0 0 60 0 0 RBS3206M S1C1 5
PIZOCB 11 PIZOC 2 415 411 428 281 17 300 67 1 1 60 0 0 RBS3206M S2C1 5
PIZOCD 11 PIZOC 1 411 407 430 287 23 312 67 0 0 60 0 0 RBS3206M S1C2 5
PIZOCE 11 PIZOC 2 415 411 428 291 17 310 67 1 1 60 0 0 RBS3206M S2C2 5
PIZOEA 11 PIZOE 1 406 402 423 267 21 290 225 1 1 60 20 0 RBS3202 S1C1 5
PIZOEB 11 PIZOE 2 406 402 423 277 21 300 225 1 1 60 0 0 RBS3202 S2C1 5
PIZOEC 11 PIZOE 3 406 402 423 267 21 290 225 1 1 60 30 0 RBS3202 S3C1 5
PIZOLAA 11 PIZOLA 1 397 393 428 263 35 300 166 1 1 60 0 0 RBS3206M S1C1 3
PIZOLAB 11 PIZOLA 2 397 393 428 263 35 300 166 1 1 60 0 0 RBS3206M S2C1 3
PIZOLAC 11 PIZOLA 3 397 393 428 253 35 290 166 1 1 60 20 0 RBS3206M S3C1 3
PIZOLAD 11 PIZOLA 1 397 393 428 273 35 310 166 1 1 60 0 0 RBS3206M S1C2 3
PIZOLAE 11 PIZOLA 2 397 393 428 273 35 310 166 1 1 60 0 0 RBS3206M S2C2 3
PIZOLAF 11 PIZOLA 3 397 393 428 263 35 300 166 1 1 60 20 0 RBS3206M S3C2 3
PJAMAA 11 PJAMA 1 406 402 423 277 21 300 264 1 0 80 0 0 RBS3202 S1C1 4
PJAMAB 11 PJAMA 2 406 402 423 277 21 300 264 1 0 80 0 0 RBS3202 S2C1 4
PKASTEA 11 PKASTE 1 429 425 425 280 0 282 8 0 0 100 0 0 RBS3202 S1C1 1
PKASTEB 11 PKASTE 2 429 425 425 280 0 282 8 0 0 100 0 0 RBS3202 S2C1 1
PKOPERA 11 PKOPER 1 406 402 428 262 26 290 141 1 1 60 40 0 RBS3216 S1C1 3
PKOPERB 11 PKOPER 2 406 402 428 262 26 290 141 1 1 60 30 0 RBS3216 S2C1 3
PKOPERC 11 PKOPER 3 406 402 428 262 26 290 141 1 1 60 30 0 RBS3216 S3C1 3
PKOPERD 11 PKOPER 1 406 402 428 272 26 300 141 1 1 60 40 0 RBS3216 S1C2 3
PKOPERE 11 PKOPER 2 406 402 428 272 26 300 141 1 1 60 30 0 RBS3216 S2C2 3
PKOPERF 11 PKOPER 3 406 402 428 272 26 300 141 1 1 60 30 0 RBS3216 S3C2 3
PKOSANA 11 PKOSAN 1 419 415 444 269 29 300 250 1 0 60 0 0 RBS3206M S1C1 3
PKOSANB 11 PKOSAN 2 419 415 444 269 29 300 250 1 0 60 0 0 RBS3206M S2C1 3
PKOSANC 11 PKOSAN 3 419 415 444 269 29 300 250 1 0 60 0 0 RBS3206M S3C1 3
PKOZIDA 11 PKOZID 1 406 402 428 272 26 300 281 1 0 60 0 0 RBS3206M S1C1 3
PKOZIDB 11 PKOZID 2 406 402 428 272 26 300 281 1 0 60 0 0 RBS3206M S2C1 3
PKOZIDC 11 PKOZID 3 406 402 428 272 26 300 281 1 0 60 0 0 RBS3206M S3C1 3
PKOZIDD 11 PKOZID 1 406 402 428 282 26 310 281 1 0 60 0 0 RBS3206M S1C2 3
PKOZIDE 11 PKOZID 2 406 402 428 282 26 310 281 1 0 60 0 0 RBS3206M S2C2 3
PKOZIDF 11 PKOZID 3 406 402 428 282 26 310 281 1 0 60 0 0 RBS3206M S3C2 3
PKPA 11 PKP 1 404 400 423 255 23 280 207 1 1 80 30 0 RBS3202 S1C1 2
PKPB 11 PKP 2 404 400 423 265 23 290 207 1 1 60 10 0 RBS3202 S2C1 3
PKPC 11 PKP 3 404 400 423 255 23 280 207 1 1 60 20 0 RBS3202 S3C1 3
PKPMERA 11 PKPMER 1 415 411 428 271 17 290 55 1 1 60 10 0 RBS3206 S1C1 3
PKPMERB 11 PKPMER 2 415 411 428 281 17 300 55 1 1 60 20 0 RBS3206 S2C1 5
PKPMERC 11 PKPMER 3 415 411 428 281 17 300 55 1 1 60 10 0 RBS3206 S3C1 3
PKPMERD 11 PKPMER 1 415 411 428 271 17 290 55 1 1 60 10 0 RBS3206 S1C2 3
PKPMERE 11 PKPMER 2 415 411 428 281 17 300 55 1 1 60 20 0 RBS3206 S2C2 5
PKPMERF 11 PKPMER 3 415 411 428 281 17 300 55 1 1 60 10 0 RBS3206 S3C2 3
PKPSEMA 11 PKPSEM 1 422 418 444 272 26 300 269 1 1 80 40 0 RBS3206M S1C1 2
PKPSTAA 11 PKPSTA 1 404 400 428 270 28 300 251 1 1 60 60 0 RBS3206 S1C1 3
PKPSTAB 11 PKPSTA 2 407 403 428 273 25 300 251 1 1 60 50 0 RBS3206 S2C1 3
PKPSTAC 11 PKPSTA 3 422 418 446 280 28 310 251 1 1 60 60 0 RBS3206 S3C1 3
PKPSTAD 11 PKPSTA 1 404 400 428 280 28 310 251 1 1 60 60 0 RBS3206 S1C2 3
PKPSTAE 11 PKPSTA 2 407 403 428 283 25 310 251 1 1 60 50 0 RBS3206 S2C2 3
PLUCA 11 PLUC 1 422 418 428 288 10 300 104 1 0 0 0 0 RBS3206M S1C1 0
PLUCB 11 PLUC 2 422 418 428 288 10 300 104 1 0 0 0 0 RBS3206M S2C1 0
PLUCD 11 PLUC 1 422 418 428 288 10 300 104 1 0 0 0 0 RBS3206M S1C2 0
PLUCE 11 PLUC 2 422 418 428 288 10 300 104 1 0 0 0 0 RBS3206M S2C2 0
PLUCIMA 11 PLUCIM 1 395 391 425 266 34 302 198 0 0 80 0 0 RBS3202 S1C1 2
PLUCIMB 11 PLUCIM 2 395 391 425 266 34 302 198 0 0 80 0 0 RBS3202 S2C1 2
PLUCIMC 11 PLUCIM 3 395 391 425 266 34 302 198 0 0 80 0 0 RBS3202 S3C1 2
PLUKAA 11 PLUKA 1 397 393 428 273 35 310 64 1 1 80 10 0 RBS3216 S1C1 2
PLUKAB 11 PLUKA 2 421 417 428 292 11 305 64 1 1 80 30 0 RBS3216 S2C1 2
PLUKAC 11 PLUKA 3 421 417 428 292 11 305 64 1 1 80 40 0 RBS3216 S3C1 2
PLUKAD 11 PLUKA 1 397 393 428 278 35 315 64 1 1 80 10 0 RBS3216 S1C2 2
PLUKAE 11 PLUKA 2 421 417 428 297 11 310 64 1 1 80 30 0 RBS3216 S2C2 2
PLUKAF 11 PLUKA 3 421 417 428 302 11 315 64 1 1 80 40 0 RBS3216 S3C2 2
PMAZNIA 11 PMAZNI 1 406 402 429 281 27 310 303 1 0 60 0 0 RBS3202 S1C1 3
PMAZNIB 11 PMAZNI 2 406 402 429 281 27 310 303 1 0 60 0 0 RBS3202 S2C1 3
POSTA 11 POST 1 399 395 423 280 28 310 13 1 0 80 0 0 RBS3202 S1C1 2
POSTB 11 POST 2 399 395 423 280 28 310 13 1 0 80 0 0 RBS3202 S2C1 2
POSTC 11 POST 3 399 395 423 280 28 310 13 1 0 80 0 0 RBS3202 S3C1 2
POSTKOA 11 POSTKO 1 401 397 423 272 26 300 322 1 0 100 0 0 RBS3202 S1C1 1
POSTKOB 11 POSTKO 2 400 396 423 271 27 300 322 1 1 80 40 0 RBS3202 S2C1 2
POSTKOC 11 POSTKO 3 400 396 423 271 27 300 322 1 1 60 30 0 RBS3202 S3C1 3
POSTODA 11 POSTOD 1 400 396 423 271 27 300 86 1 0 80 0 0 RBS3202 S1C1 2
POSTODB 11 POSTOD 2 400 396 423 271 27 300 86 1 0 80 0 0 RBS3202 S2C1 2
POSTODC 11 POSTOD 3 400 396 423 271 27 300 86 1 0 80 0 0 RBS3202 S3C1 2
POVIRA 11 POVIR 1 397 393 423 268 30 300 276 1 0 80 0 0 RBS3202 S1C1 2
PPETROA 11 PPETRO 1 396 392 423 267 31 300 323 1 1 60 50 0 RBS3202 S1C1 3
PPETROB 11 PPETRO 2 396 392 423 267 31 300 323 1 1 60 50 0 RBS3202 S2C1 3
PPETROC 11 PPETRO 3 396 392 423 277 31 310 323 1 1 60 20 0 RBS3202 S3C1 3
PRAVBAA 11 PRAVBA 1 402 398 423 303 25 330 71 1 0 60 0 0 RBS3202 S1C1 5
PRAVBAB 11 PRAVBA 2 402 398 423 273 25 300 71 1 0 60 0 0 RBS3202 S2C1 5
PRAZDRA 11 PRAZDR 1 400 396 423 281 27 310 257 1 0 60 0 0 RBS3202 S1C1 3
PRAZDRB 11 PRAZDR 2 400 396 423 271 27 300 257 1 0 60 0 0 RBS3202 S2C1 3
PRESTRA 11 PRESTR 1 399 395 420 283 25 310 277 1 0 60 0 0 RBS3202 S1C1 5
PRESTRB 11 PRESTR 2 408 404 429 283 25 310 277 1 0 60 0 0 RBS3202 S2C1 5
PRISNIA 11 PRISNI 1 404 400 428 270 28 300 185 1 0 80 0 0 RBS3206M S1C1 2
PRISNIB 11 PRISNI 2 403 399 428 269 29 300 185 1 0 60 0 0 RBS3206M S2C1 3
PRISNIC 11 PRISNI 3 404 400 428 270 28 300 185 1 0 80 0 0 RBS3206M S3C1 2
