CELL, rnc, site, sec, maxpwr(rnc), zaresmoc(rbs), zaresmoc+kabel+asc, pilot, kabel, pilot+kabel, rbsid, asc, ret, maxtilt, tilt, mechanical, bazna, sect, antena
AGRAMF 31 AGRAM 3 421 417 446 269 29 300 56 1 1 60 10 0 RBS3206 S3C2 5
AGRICA 31 AGRIC 1 422 418 446 260 28 290 208 1 1 60 40 0 RBS3206 S1C1 3
AGRICB 31 AGRIC 2 422 418 446 260 28 290 208 1 1 60 30 0 RBS3206 S2C1 3
AGRICC 31 AGRIC 3 422 418 446 260 28 290 208 1 1 60 60 0 RBS3206 S3C1 3
AGRICD 31 AGRIC 1 420 416 444 270 28 300 208 1 1 60 40 0 RBS3206 S1C2 3
AGRICE 31 AGRIC 2 420 416 444 270 28 300 208 1 1 60 30 0 RBS3206 S2C2 3
AGRICF 31 AGRIC 3 420 416 444 270 28 300 208 1 1 60 60 0 RBS3206 S3C2 3
AGURSA 31 AGURS 1 398 394 428 254 34 290 105 1 1 60 50 0 RBS3206M S1C1 5
AGURSB 31 AGURS 2 398 394 428 264 34 300 105 1 1 60 40 0 RBS3206M S2C1 5
AGURSC 31 AGURS 3 401 397 428 247 31 280 105 1 1 60 60 0 RBS3206M S3C1 5
AGURSD 31 AGURS 1 398 394 428 264 34 300 105 1 1 60 50 0 RBS3206M S1C2 5
AGURSE 31 AGURS 2 398 394 428 274 34 310 105 1 1 60 40 0 RBS3206M S2C2 5
AGURSF 31 AGURS 3 401 397 428 257 31 290 105 1 1 60 60 0 RBS3206M S3C2 5
AGZA 31 AGZ 1 412 408 428 268 20 290 16 1 1 80 30 0 RBS3206M S1C1 2
AGZB 31 AGZ 2 410 406 428 266 22 290 16 1 1 80 20 0 RBS3206M S2C1 2
AGZC 31 AGZ 3 411 407 428 267 21 290 16 1 1 80 40 0 RBS3206M S3C1 2
AGZD 31 AGZ 1 412 408 428 278 20 300 16 1 1 80 30 0 RBS3206M S1C2 2
AGZE 31 AGZ 2 410 406 428 276 22 300 16 1 1 80 20 0 RBS3206M S2C2 2
AGZF 31 AGZ 3 411 407 428 277 21 300 16 1 1 80 40 0 RBS3206M S3C2 2
AHALAA 31 AHALA 1 429 425 425 290 0 292 144 0 0 60 0 0 RBS3202 S1C1 5
AHLEVA 31 AHLEV 1 406 402 428 262 26 290 250 1 1 60 30 0 RBS3206M S1C1 5
AHLEVB 31 AHLEV 2 406 402 428 262 26 290 250 1 1 60 50 0 RBS3206M S2C1 5
AHLEVC 31 AHLEV 3 406 402 428 280 26 308 250 1 1 60 30 0 RBS3206M S3C1 5
AHLEVD 31 AHLEV 1 406 402 428 272 26 300 250 1 1 60 30 0 RBS3206M S1C2 5
AHLEVE 31 AHLEV 2 406 402 428 272 26 300 250 1 1 60 50 0 RBS3206M S2C2 5
AHLEVF 31 AHLEV 3 406 402 428 282 26 310 250 1 1 60 30 0 RBS3206M S3C2 5
AIJSA 31 AIJS 1 421 417 446 279 29 310 31 1 1 80 30 0 RBS3206 S1C1 2
AIJSB 31 AIJS 2 426 422 446 284 24 310 31 1 1 80 60 0 RBS3206 S2C1 2
AIJSC 31 AIJS 3 420 416 446 278 30 310 31 1 1 80 50 0 RBS3206 S3C1 2
AIJSD 31 AIJS 1 419 415 444 284 29 315 31 1 1 80 30 0 RBS3206 S1C2 2
AIJSE 31 AIJS 2 424 420 444 289 24 315 31 1 1 80 60 0 RBS3206 S2C2 2
AIJSF 31 AIJS 3 418 414 444 283 30 315 31 1 1 80 50 0 RBS3206 S3C2 2
AIMKOA 31 AIMKO 1 407 403 429 272 26 300 60 1 1 60 30 0 RBS3202 S1C1 5
AIMKOB 31 AIMKO 2 407 403 429 272 26 300 60 1 1 60 30 0 RBS3202 S2C1 5
AIMKOC 31 AIMKO 3 407 403 429 272 26 300 60 1 1 60 10 0 RBS3202 S3C1 5
AJELSAA 31 AJELSA 1 426 422 446 274 24 300 40 1 1 60 40 0 RBS3206 S1C1 5
AJELSAB 31 AJELSA 2 426 422 446 274 24 300 40 1 1 60 30 0 RBS3206 S2C1 5
AJELSAC 31 AJELSA 3 426 422 446 290 24 316 40 1 1 60 30 0 RBS3206 S3C1 5
AJELSAD 31 AJELSA 1 426 422 446 284 24 310 40 1 1 60 40 0 RBS3206 S1C2 5
AJELSAE 31 AJELSA 2 426 422 446 284 24 310 40 1 1 60 30 0 RBS3206 S2C2 5
AJELSAF 31 AJELSA 3 424 420 444 284 24 310 40 1 1 60 30 0 RBS3206 S3C2 5
AJEZAA 31 AJEZA 1 412 408 423 283 15 300 167 1 1 60 50 0 RBS3202 S1C1 3
AJEZAB 31 AJEZA 2 412 408 423 263 15 280 167 1 1 60 50 0 RBS3202 S2C1 3
AJEZKZA 31 AJEZKZ 1 425 421 446 273 25 300 188 1 1 60 20 0 RBS3206 S1C1 5
AJEZKZB 31 AJEZKZ 2 425 421 446 273 25 300 188 1 1 60 20 0 RBS3206 S2C1 5
AJEZKZC 31 AJEZKZ 3 425 421 446 273 25 300 188 1 1 60 20 0 RBS3206 S3C1 5
AJEZKZD 31 AJEZKZ 1 425 421 446 273 25 300 188 1 1 60 20 0 RBS3206 S1C2 5
AJEZKZE 31 AJEZKZ 2 423 419 444 273 25 300 188 1 1 60 20 0 RBS3206 S2C2 5
AJEZKZF 31 AJEZKZ 3 423 419 444 273 25 300 188 1 1 60 20 0 RBS3206 S3C2 5
AJOZEFA 31 AJOZEF 1 402 398 423 253 25 280 239 1 1 80 80 0 RBS3202 S1C1 2
AJOZEFB 31 AJOZEF 2 406 402 423 267 21 290 239 1 1 80 80 0 RBS3202 S2C1 2
AJOZEFC 31 AJOZEF 3 410 406 431 273 25 300 239 1 1 80 80 0 RBS3202 S3C1 2
AKASELA 31 AKASEL 1 425 421 446 273 25 300 274 1 1 60 30 0 RBS3206 S1C1 3
AKASELB 31 AKASEL 2 425 421 446 273 25 300 274 1 1 60 40 0 RBS3206 S2C1 3
AKASELC 31 AKASEL 3 425 421 446 273 25 300 274 1 1 60 50 0 RBS3206 S3C1 3
AKASELD 31 AKASEL 1 423 419 444 283 25 310 274 1 1 60 30 0 RBS3206 S1C2 3
AKASELE 31 AKASEL 2 423 419 444 283 25 310 274 1 1 60 40 0 RBS3206 S2C2 3
AKASELF 31 AKASEL 3 423 419 444 283 25 310 274 1 1 60 50 0 RBS3206 S3C2 3
AKODELA 31 AKODEL 1 408 404 429 263 25 290 14 1 1 60 50 0 RBS3202 S1C1 5
AKODELB 31 AKODEL 2 408 404 429 263 25 290 14 1 1 60 40 0 RBS3202 S2C1 5
AKOLEZA 31 AKOLEZ 1 420 416 423 301 7 310 133 1 1 80 60 0 RBS3202 S1C1 2
AKOLEZB 31 AKOLEZ 2 420 416 423 301 7 310 133 1 1 80 60 0 RBS3202 S2C1 2
AKOLEZC 31 AKOLEZ 3 381 377 423 262 46 310 133 1 1 80 60 0 RBS3202 S3C1 2
AKOLINA 31 AKOLIN 1 419 415 444 259 29 290 4 1 1 60 10 0 RBS3206 S1C1 3
AKOLINB 31 AKOLIN 2 431 427 444 291 17 310 4 1 1 60 50 0 RBS3206 S2C1 3
AKOLINC 31 AKOLIN 3 404 400 444 254 44 300 4 1 1 80 10 0 RBS3206 S3C1 2
AKOLIND 31 AKOLIN 1 419 415 444 269 29 300 4 1 1 60 10 0 RBS3206 S1C2 3
AKOLINE 31 AKOLIN 2 431 427 444 296 17 315 4 1 1 60 50 0 RBS3206 S2C2 3
AKOLINF 31 AKOLIN 3 404 400 444 264 44 310 4 1 1 80 10 0 RBS3206 S3C2 2
AKONEXA 31 AKONEX 1 422 418 446 260 28 290 184 1 1 60 30 0 RBS3206 S1C1 5
AKONEXB 31 AKONEX 2 424 420 446 282 26 310 184 1 1 60 30 0 RBS3206 S2C1 5
AKONEXC 31 AKONEX 3 424 420 446 262 26 290 184 1 1 60 40 0 RBS3206 S3C1 5
AKORAA 31 AKORA 1 435 431 431 250 0 252 8 0 0 60 0 0 RBS3202 S1C1 3
AKORAB 31 AKORA 2 433 429 429 238 0 240 8 1 1 80 35 0 RBS3202 S2C1 2
AKORAC 31 AKORA 3 436 431 431 250 0 252 8 0 0 0 0 0 RBS3202 S3C1 0
AKOSEGA 31 AKOSEG 1 415 411 429 270 18 290 6 1 1 80 20 0 RBS3202 S1C1 2
AKOSEGB 31 AKOSEG 2 414 410 429 269 19 290 6 1 1 80 40 0 RBS3202 S2C1 2
AKOSEGC 31 AKOSEG 3 414 410 429 269 19 290 6 1 1 80 50 0 RBS3202 S3C1 2
AKOSEZA 31 AKOSEZ 1 425 421 444 265 23 290 57 1 1 60 20 0 RBS3206 S1C1 5
AKOSEZB 31 AKOSEZ 2 425 421 444 275 23 300 57 1 1 60 50 0 RBS3206 S2C1 5
AKOSEZC 31 AKOSEZ 3 425 421 444 275 23 300 57 1 1 60 40 0 RBS3206 S3C1 5
AKOSEZD 31 AKOSEZ 1 425 421 444 275 23 300 57 1 1 60 20 0 RBS3206 S1C2 5
AKOSEZE 31 AKOSEZ 2 425 421 444 285 23 310 57 1 1 60 50 0 RBS3206 S2C2 5
AKOSEZF 31 AKOSEZ 3 425 421 444 285 23 310 57 1 1 60 40 0 RBS3206 S3C2 5
AKOSMEA 31 AKOSME 1 427 423 444 267 21 290 226 1 1 60 40 0 RBS3206 S1C1 5
AKOSMEB 31 AKOSME 2 428 424 444 268 20 290 226 1 1 80 50 0 RBS3206 S2C1 2
AKOSMEC 31 AKOSME 3 426 422 444 266 22 290 226 1 1 60 50 0 RBS3206 S3C1 5
AKOSMED 31 AKOSME 1 427 423 444 277 21 300 226 1 1 60 40 0 RBS3206 S1C2 5
AKOSMEE 31 AKOSME 2 428 424 444 278 20 300 226 1 1 80 50 0 RBS3206 S2C2 2
AKOSMEF 31 AKOSME 3 426 422 444 276 22 300 226 1 1 60 50 0 RBS3206 S3C2 5
AKOTNIA 31 AKOTNI 1 443 439 446 271 7 280 242 1 1 100 100 0 RBS3206 S1C1 1
AKOTNIB 31 AKOTNI 2 438 434 446 271 12 285 242 1 1 100 100 0 RBS3206 S2C1 1
AKOTNIC 31 AKOTNI 3 438 434 446 271 12 285 242 1 1 100 100 0 RBS3206 S3C1 1
AKOTNID 31 AKOTNI 1 441 437 444 281 7 290 242 1 1 100 100 0 RBS3206 S1C2 1
AKOTNIE 31 AKOTNI 2 436 432 444 266 12 280 242 1 1 100 100 0 RBS3206 S2C2 1
AKOTNIF 31 AKOTNI 3 436 432 444 266 12 280 242 1 1 100 100 0 RBS3206 S3C2 1
AKOVINA 31 AKOVIN 1 423 419 429 278 10 290 119 1 1 80 60 0 RBS3202 S1C1 4
AKOVINB 31 AKOVIN 2 423 419 429 278 10 290 119 1 1 80 50 0 RBS3202 S2C1 4
AKOVINC 31 AKOVIN 3 423 419 429 278 10 290 119 1 1 80 30 0 RBS3202 S3C1 4
AKOZARA 31 AKOZAR 1 430 426 446 288 20 310 48 1 1 80 50 0 RBS3206 S1C1 4
AKOZARB 31 AKOZAR 2 429 425 446 287 21 310 48 1 1 80 60 0 RBS3206 S2C1 4
AKOZARC 31 AKOZAR 3 429 425 446 287 21 310 48 1 1 80 40 0 RBS3206 S3C1 4
ALGRADA 31 ALGRAD 1 323 319 370 199 51 252 181 0 0 0 0 0 RBS3303 S1C1 0
ALITIJA 31 ALITIJ 1 424 420 446 272 26 300 39 1 1 60 20 0 RBS3206 S1C1 5
ALITIJB 31 ALITIJ 2 424 420 446 272 26 300 39 1 1 60 30 0 RBS3206 S2C1 3
ALITIJC 31 ALITIJ 3 424 420 446 262 26 290 39 1 1 60 20 0 RBS3206 S3C1 5
ALITIJD 31 ALITIJ 1 422 418 444 282 26 310 39 1 1 60 20 0 RBS3206 S1C2 5
ALITIJE 31 ALITIJ 2 422 418 444 282 26 310 39 1 1 60 30 0 RBS3206 S2C2 3
ALITIJF 31 ALITIJ 3 422 418 444 272 26 300 39 1 1 60 20 0 RBS3206 S3C2 5
ALIVADA 31 ALIVAD 1 429 425 446 267 21 290 245 1 1 60 40 0 RBS3206 S1C1 5
ALIVADB 31 ALIVAD 2 426 422 446 274 24 300 245 1 1 60 40 0 RBS3206 S2C1 5
ALIVADC 31 ALIVAD 3 426 422 446 264 24 290 245 1 1 60 40 0 RBS3206 S3C1 5
ALIVADD 31 ALIVAD 1 429 425 446 277 21 300 245 1 1 60 40 0 RBS3206 S1C2 5
ALIVADE 31 ALIVAD 2 426 422 446 284 24 310 245 1 1 60 40 0 RBS3206 S2C2 5
ALIVADF 31 ALIVAD 3 426 422 446 274 24 300 245 1 1 60 40 0 RBS3206 S3C2 5
ALMLEKA 31 ALMLEK 1 432 428 446 270 18 290 270 1 1 60 50 0 RBS3206 S1C1 3
ALMLEKB 31 ALMLEK 2 421 417 446 259 29 290 270 1 1 60 50 0 RBS3206 S2C1 3
ALMLEKC 31 ALMLEK 3 421 417 446 259 29 290 270 1 1 60 60 0 RBS3206 S3C1 3
ALMLEKD 31 ALMLEK 1 430 426 444 270 18 290 270 1 1 60 50 0 RBS3206 S1C2 3
ALMLEKE 31 ALMLEK 2 419 415 444 259 29 290 270 1 1 60 50 0 RBS3206 S2C2 3
ALMLEKF 31 ALMLEK 3 419 415 444 259 29 290 270 1 1 60 60 0 RBS3206 S3C2 3
AMALENA 31 AMALEN 1 399 395 423 300 28 330 81 1 0 60 0 0 RBS3202 S1C1 3
AMALENB 31 AMALEN 2 402 398 423 303 25 330 81 1 0 60 0 0 RBS3202 S2C1 3
AMALENC 31 AMALEN 3 392 388 423 273 35 310 81 1 0 60 0 0 RBS3202 S3C1 3
AMHOTEA 31 AMHOTE 1 398 394 428 264 34 300 255 1 1 60 60 0 RBS3206M S1C1 3
AMHOTEB 31 AMHOTE 2 398 394 428 254 34 290 255 1 1 60 60 0 RBS3206M S2C1 3
AMHOTEC 31 AMHOTE 3 398 394 428 254 34 290 255 1 1 60 60 0 RBS3206M S3C1 3
AMHOTED 31 AMHOTE 1 398 394 428 274 34 310 255 1 1 60 60 0 RBS3206M S1C2 3
AMHOTEE 31 AMHOTE 2 398 394 428 264 34 300 255 1 1 60 60 0 RBS3206M S2C2 3
AMHOTEF 31 AMHOTE 3 398 394 428 264 34 300 255 1 1 60 60 0 RBS3206M S3C2 3
AMOBIA 31 AMOBI 1 411 407 428 267 21 290 2 1 1 80 20 0 RBS3206 S1C1 2
AMOBIB 31 AMOBI 2 412 408 428 268 20 290 2 1 1 80 50 0 RBS3206 S2C1 2
AMOBIC 31 AMOBI 3 411 430 430 257 0 259 2 0 0 80 0 0 RBS3206 S3C1 2
AMOBID 31 AMOBI 1 411 407 428 217 21 240 2 1 1 80 20 0 RBS3206 S1C2 2
AMOBIE 31 AMOBI 2 412 408 428 268 20 290 2 1 1 80 50 0 RBS3206 S2C2 2
AMOBIF 31 AMOBI 3 411 430 430 227 0 229 2 0 0 80 0 0 RBS3206 S3C2 2
AMOBLIA 31 AMOBLI 1 446 442 444 206 2 210 213 1 1 100 0 0 RBS3206 S1C1 1
AMOSTEA 31 AMOSTE 1 437 433 444 267 11 280 27 1 1 60 40 0 RBS3206 S1C1 5
AMOSTEB 31 AMOSTE 2 437 433 444 302 11 315 27 1 1 60 50 0 RBS3206 S2C1 5
AMOSTEC 31 AMOSTE 3 437 433 444 302 11 315 27 1 1 60 20 0 RBS3206 S3C1 5
AMOSTED 31 AMOSTE 1 437 433 444 277 11 290 27 1 1 60 40 0 RBS3206 S1C2 5
AMOSTEE 31 AMOSTE 2 437 433 444 297 11 310 27 1 1 60 50 0 RBS3206 S2C2 5
AMOSTEF 31 AMOSTE 3 437 433 444 287 11 300 27 1 1 60 20 0 RBS3206 S3C2 5
AMURGLA 31 AMURGL 1 423 419 446 281 27 310 22 1 1 60 50 0 RBS3206 S1C1 5
AMURGLB 31 AMURGL 2 421 417 446 279 29 310 22 1 1 60 40 0 RBS3206 S2C1 5
AMURGLC 31 AMURGL 3 419 415 446 277 31 310 22 1 1 60 40 0 RBS3206 S3C1 5
AMURGLD 31 AMURGL 1 421 417 444 286 27 315 22 1 1 60 50 0 RBS3206 S1C2 5
AMURGLE 31 AMURGL 2 419 415 444 284 29 315 22 1 1 60 40 0 RBS3206 S2C2 5
AMURGLF 31 AMURGL 3 417 413 444 282 31 315 22 1 1 60 40 0 RBS3206 S3C2 5
AMZSA 31 AMZS 1 414 410 428 270 18 290 70 1 1 80 40 0 RBS3206 S1C1 2
AMZSB 31 AMZS 2 403 399 428 259 29 290 70 1 1 80 40 0 RBS3206 S2C1 2
AMZSC 31 AMZS 3 400 396 428 256 32 290 70 1 1 80 70 0 RBS3206 S3C1 2
AMZSD 31 AMZS 1 414 410 428 280 18 300 70 1 1 80 40 0 RBS3206 S1C2 2
AMZSE 31 AMZS 2 403 399 428 269 29 300 70 1 1 80 40 0 RBS3206 S2C2 2
AMZSF 31 AMZS 3 400 396 428 266 32 300 70 1 1 80 70 0 RBS3206 S3C2 2
ANADGOA 31 ANADGO 1 414 410 429 279 19 300 32 1 1 60 10 0 RBS3202 S1C1 3
ANADGOB 31 ANADGO 2 414 410 429 269 19 290 32 1 1 60 20 0 RBS3202 S2C1 3
ANADGOC 31 ANADGO 3 414 410 429 284 19 305 32 1 1 60 30 0 RBS3202 S3C1 3
ANAMAA 31 ANAMA 1 425 421 446 253 25 280 116 1 1 60 40 0 RBS3206 S1C1 3
ANAMAB 31 ANAMA 2 433 429 446 271 17 290 116 1 1 60 60 0 RBS3206 S2C1 3
ANAMAC 31 ANAMA 3 413 409 446 251 37 290 116 1 1 60 60 0 RBS3206 S3C1 3
ANAMAD 31 ANAMA 4 425 421 444 255 23 280 116 1 1 60 60 0 RBS3206 S4C1 3
ANAMAG 31 ANAMA 5 422 418 444 262 26 290 116 1 1 60 60 0 RBS3206 S5C1 3
ANTENAA 31 ANTENA 1 421 417 444 281 27 310 276 1 1 60 50 0 RBS3206 S1C1 5
ANTENAB 31 ANTENA 2 423 419 446 281 27 310 276 1 1 60 50 0 RBS3206 S2C1 5
ANTENAC 31 ANTENA 3 423 419 446 281 27 310 276 1 1 60 50 0 RBS3206 S3C1 5
AOBIA 31 AOBI 1 421 417 444 261 27 290 210 1 1 80 50 0 RBS3206 S1C1 4
AOBIB 31 AOBI 2 421 417 444 271 27 300 210 1 1 80 40 0 RBS3206 S2C1 4
AOBIC 31 AOBI 3 421 417 444 271 27 300 210 1 1 80 60 0 RBS3206 S3C1 4
AOBID 31 AOBI 1 421 417 444 271 27 300 210 1 1 80 50 0 RBS3206 S1C2 4
AOBIE 31 AOBI 2 421 417 444 281 27 310 210 1 1 80 40 0 RBS3206 S2C2 4
AOBIF 31 AOBI 3 421 417 444 281 27 310 210 1 1 80 60 0 RBS3206 S3C2 4
APETERA 31 APETER 1 410 406 428 266 22 290 26 1 1 60 20 0 RBS3206M S1C1 5
APETERB 31 APETER 2 402 398 430 268 32 302 26 0 0 0 0 0 RBS3206M S2C1 0
APETERC 31 APETER 3 410 406 428 266 22 290 26 1 1 60 20 0 RBS3206M S3C1 5
APETERD 31 APETER 1 410 406 428 276 22 300 26 1 1 60 20 0 RBS3206M S1C2 5
APETERE 31 APETER 2 402 398 430 278 32 312 26 0 0 0 0 0 RBS3206M S2C2 0
APETERF 31 APETER 3 410 406 428 276 22 300 26 1 1 60 20 0 RBS3206M S3C2 5
APLAMAA 31 APLAMA 1 401 397 423 272 26 300 136 1 1 60 30 0 RBS3202 S1C1 3
APLAMAB 31 APLAMA 2 401 397 423 262 26 290 136 1 1 60 40 0 RBS3202 S2C1 3
APLAMAC 31 APLAMA 3 401 397 423 272 26 300 136 1 1 60 30 0 RBS3202 S3C1 3
APODUTA 31 APODUT 1 394 390 429 259 39 300 71 1 1 60 30 0 RBS3202 S1C1 5
APODUTB 31 APODUT 2 394 390 429 259 39 300 71 1 1 60 40 0 RBS3202 S2C1 5
APODUTC 31 APODUT 3 394 390 429 259 39 300 71 1 1 60 0 0 RBS3202 S3C1 5
APOLCEA 31 APOLCE 1 431 427 446 269 19 290 260 1 1 60 30 0 RBS3206 S1C1 5
APOLCEB 31 APOLCE 2 433 429 446 281 17 300 260 1 1 60 40 0 RBS3206 S2C1 5
APOLCEC 31 APOLCE 3 430 426 446 278 20 300 260 1 1 60 40 0 RBS3206 S3C1 5
APOLCED 31 APOLCE 1 429 425 444 289 19 310 260 1 1 60 30 0 RBS3206 S1C2 5
APOLCEE 31 APOLCE 2 431 427 444 291 17 310 260 1 1 60 40 0 RBS3206 S2C2 5
APOLCEF 31 APOLCE 3 428 424 444 278 20 300 260 1 1 60 40 0 RBS3206 S3C2 5
APOPTVA 31 APOPTV 1 412 408 446 250 38 290 30 1 1 80 40 0 RBS3206 S1C1 2
APOPTVB 31 APOPTV 2 412 408 446 250 38 290 30 1 1 80 50 0 RBS3206 S2C1 2
APOPTVC 31 APOPTV 3 412 408 446 260 38 300 30 1 1 80 30 0 RBS3206 S3C1 2
APOPTVD 31 APOPTV 1 410 406 444 252 38 292 30 1 1 80 40 0 RBS3206 S1C2 2
APOPTVE 31 APOPTV 2 410 406 444 250 38 290 30 1 1 80 50 0 RBS3206 S2C2 2
APOPTVF 31 APOPTV 3 410 406 444 260 38 300 30 1 1 80 30 0 RBS3206 S3C2 2
APOVSEA 31 APOVSE 1 369 365 428 255 63 320 79 1 1 80 40 0 RBS3206M S1C1 2
APOVSEB 31 APOVSE 2 369 365 428 255 63 320 79 1 1 80 50 0 RBS3206M S2C1 2
APOVSEC 31 APOVSE 3 369 365 428 255 63 320 79 1 1 80 50 0 RBS3206M S3C1 2
APOVSED 31 APOVSE 1 369 365 428 255 63 320 79 1 1 80 40 0 RBS3206M S1C2 2
APOVSEE 31 APOVSE 2 369 365 428 255 63 320 79 1 1 80 50 0 RBS3206M S2C2 2
APOVSEF 31 APOVSE 3 369 365 428 255 63 320 79 1 1 80 50 0 RBS3206M S3C2 2
APROGAA 31 APROGA 1 414 410 446 262 36 300 249 1 1 60 40 0 RBS3206 S1C1 3
APROGAB 31 APROGA 2 418 414 446 266 32 300 249 1 1 60 30 0 RBS3206 S2C1 3
APROGAC 31 APROGA 3 418 414 446 256 32 290 249 1 1 60 50 0 RBS3206 S3C1 3
APROGAD 31 APROGA 1 412 408 444 272 36 310 249 1 1 60 40 0 RBS3206 S1C2 3
APROGAE 31 APROGA 2 416 412 444 276 32 310 249 1 1 60 30 0 RBS3206 S2C2 3
APROGAF 31 APROGA 3 416 412 444 266 32 300 249 1 1 60 50 0 RBS3206 S3C2 3
APRZACA 31 APRZAC 1 419 415 444 269 29 300 229 1 1 60 0 0 RBS3206 S1C1 3
APRZACB 31 APRZAC 2 419 415 444 269 29 300 229 1 1 80 50 0 RBS3206 S2C1 2
APRZACC 31 APRZAC 3 419 415 444 269 29 300 229 1 1 60 60 0 RBS3206 S3C1 3
ARAKA 31 ARAK 1 416 412 446 274 34 310 20 1 1 80 40 0 RBS3206 S1C1 2
ARAKB 31 ARAK 2 416 412 446 254 34 290 20 1 1 80 40 0 RBS3206 S2C1 2
ARAKD 31 ARAK 1 414 410 444 279 34 315 20 1 1 80 40 0 RBS3206 S1C2 2
ARAKE 31 ARAK 2 414 410 444 264 34 300 20 1 1 80 40 0 RBS3206 S2C2 2
ARAKTKA 31 ARAKTK 1 407 403 429 262 26 290 50 1 1 80 30 0 RBS3202 S1C1 4
ARAKTKB 31 ARAKTK 2 407 403 429 272 26 300 50 1 1 80 40 0 RBS3202 S2C1 4
ARAKTKC 31 ARAKTK 3 407 403 429 262 26 290 50 1 1 80 40 0 RBS3202 S3C1 4
ARESEVA 31 ARESEV 1 445 441 458 281 17 300 281 1 1 60 30 0 RBS3206M S1C1 3
ARESEVB 31 ARESEV 2 445 441 458 281 17 300 281 1 1 60 30 0 RBS3206M S2C1 3
ARESEVC 31 ARESEV 3 445 441 458 281 17 300 281 1 1 60 30 0 RBS3206M S3C1 3
ARNCA 31 ARNC 1 433 429 430 269 1 272 1 0 0 0 0 0 RBS3202 S1C1 0
ARNCB 31 ARNC 2 433 429 430 269 1 272 1 0 0 0 0 0 RBS3202 S2C1 0
ARNCC 31 ARNC 3 433 429 430 269 1 272 1 0 0 0 0 0 RBS3202 S3C1 0
AROZNAA 31 AROZNA 1 404 400 429 279 29 310 73 1 1 60 50 0 RBS3202 S1C1 5
AROZNAB 31 AROZNA 2 404 400 429 279 29 310 73 1 1 60 30 0 RBS3202 S2C1 5
AROZNAC 31 AROZNA 3 404 400 429 269 29 300 73 1 1 60 40 0 RBS3202 S3C1 5
ASAVLJA 31 ASAVLJ 1 413 409 444 253 35 290 47 1 1 80 40 0 RBS3206 S1C1 2
ASAVLJB 31 ASAVLJ 2 413 409 444 253 35 290 47 1 1 80 30 0 RBS3206 S2C1 2
ASAVLJC 31 ASAVLJ 3 413 409 444 263 35 300 47 1 1 80 20 0 RBS3206 S3C1 2
ASAVLJD 31 ASAVLJ 1 413 409 444 253 35 290 47 1 1 80 40 0 RBS3206 S1C2 2
ASAVLJE 31 ASAVLJ 2 413 409 444 253 35 290 47 1 1 80 30 0 RBS3206 S2C2 2
ASAVLJF 31 ASAVLJ 3 413 409 444 263 35 300 47 1 1 80 20 0 RBS3206 S3C2 2
ASAZUA 31 ASAZU 1 431 427 446 269 19 290 78 1 0 0 0 0 RBS3206 S1C1 0
ASAZUB 31 ASAZU 2 423 419 446 261 27 290 78 1 0 0 0 0 RBS3206 S2C1 0
ASAZUC 31 ASAZU 3 426 422 446 264 24 290 78 1 0 0 0 0 RBS3206 S3C1 0
ASAZUD 31 ASAZU 1 431 427 446 279 19 300 78 1 0 0 0 0 RBS3206 S1C2 0
ASAZUE 31 ASAZU 2 421 417 444 271 27 300 78 1 0 0 0 0 RBS3206 S2C2 0
ASAZUF 31 ASAZU 3 424 420 444 274 24 300 78 1 0 0 0 0 RBS3206 S3C2 0
ASEMEA 31 ASEME 1 416 412 446 274 34 310 51 1 1 60 10 0 RBS3206 S1C1 3
ASEMEB 31 ASEME 2 414 410 446 262 36 300 51 1 1 80 40 0 RBS3206 S2C1 2
ASEMEC 31 ASEME 3 394 390 446 252 56 310 51 1 1 60 30 0 RBS3206 S3C1 3
ASEMED 31 ASEME 1 414 410 444 279 34 315 51 1 1 60 10 0 RBS3206 S1C2 3
ASEMEE 31 ASEME 2 412 408 444 272 36 310 51 1 1 80 40 0 RBS3206 S2C2 2
ASEMEF 31 ASEME 3 392 388 444 257 56 315 51 1 1 60 30 0 RBS3206 S3C2 3
ASENTPA 31 ASENTP 1 421 417 425 302 8 312 61 0 0 100 0 0 RBS3202 S1C1 1
ASISKPA 31 ASISKP 1 419 415 444 269 29 300 241 1 1 60 50 0 RBS3206 S1C1 3
ASISKPB 31 ASISKP 2 419 415 444 259 29 290 241 1 1 60 50 0 RBS3206 S2C1 3
ASISKPC 31 ASISKP 3 419 415 444 269 29 300 241 1 1 60 40 0 RBS3206 S3C1 3
ASISKPD 31 ASISKP 1 419 415 444 279 29 310 241 1 1 60 50 0 RBS3206 S1C2 3
ASISKPE 31 ASISKP 2 419 415 444 269 29 300 241 1 1 60 50 0 RBS3206 S2C2 3
ASISKPF 31 ASISKP 3 419 415 444 279 29 310 241 1 1 60 40 0 RBS3206 S3C2 3
ASKZA 31 ASKZ 1 425 421 429 280 8 290 75 1 1 80 50 0 RBS3202 S1C1 4
ASKZB 31 ASKZ 2 425 421 429 280 8 290 75 1 1 80 50 0 RBS3202 S2C1 4
ASKZKA 31 ASKZK 1 417 413 429 272 16 290 76 1 1 80 50 0 RBS3202 S1C1 4
ASLOMA 31 ASLOM 1 426 422 446 254 24 280 66 1 1 80 60 0 RBS3206 S1C1 4
ASLOMB 31 ASLOM 2 427 423 446 255 23 280 66 1 1 80 40 0 RBS3206 S2C1 4
